_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_032fab145d,1148,Infrastructural Concessionary And Regulatory Commission,Office Building,,,,,,,,
asset_83b3a64b8e,1149,Federal Road Safety Commission,Office Building,,,,,,,,
asset_7ea72226ad,1150,Federal Civil Service Commission,Office Building,,,,,,,,
asset_93bcc0509a,1151,Fiscal Responsibility Commission,Office Building,,,,,,,,
asset_a8cfc7a4d1,1152,Federal Character Commission,Office Building,,,,,,,,
asset_692e9c5b41,1153,Establishment And Pension Office,Office Building,,,,,,,,
asset_6278a8c871,1154,Energy Commission Of Nigeria And Other Energy Centers,Office Building,,,,,,,,
asset_c3f4a5752f,1155,Economic And Financial Crimes Commission (EFCC),Office Building,,,,,,,,
asset_39640f43f7,1156,Economic Affairs Office,Office Building,,,,,,,,
asset_c6a9db690e,1157,Code Of Conduct Tribunal,Office Building,,,,,,,,
asset_9fd6ea0a61,1158,Code Of Conduct Bureau,Office Building,,,,,,,,
asset_0f3647fdc0,1159,Ecological Fund Office,Office Building,,,,,,,,
asset_097df790b2,1160,Affairs Of Former Heads Of State,Office Building,,,,,,,,
asset_529123abaa,1161,National Population Commission,Office Building,,,,,,,,
asset_50e530dd98,1162,Center For Management Development (CMD),Office Building,,,,,,,,
asset_0a579b1ba3,1163,Utilities Charges Commission,Office Building,,,,,,,,
asset_df5fa31f37,1164,Special Services Office,Office Building,,,,,,,,
asset_53bff1080d,1165,Special Duties Office,Office Building,,,,,,,,
asset_4c357017df,1166,Cabinet Secretariat,Office Building,,,,,,,,
asset_551b2ae0ab,1167,Small And Medium Enterprises Development Agency Of Nigeria (SMEDIAN),Office Building,,,,,,,,
asset_8314e8b9ee,1168,Secretary To The Government Of The Federation (SGF),Office Building,,,,,,,,
asset_1dce7f580c,1169,"Revenue Mobilisation, Allocation And Fiscal Commission",Office Building,,,,,,,,
asset_9d2ce23d7a,1170,Presidential Advisory Committee,Office Building,,,,,,,,
asset_558569bbd6,1171,Political Affairs Office,Office Building,,,,,,,,
asset_83405bc5f8,1172,Pension Area Office,Office Building,,,,,,,,
asset_f0dd903f10,,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,Office Building,,,,,,,,
asset_34de1da0bc,1174,Technology Business Incubator Center,Office Building,ADAMAWA,YOLA,,,,,9.2089255,12.4802485
asset_de9b9b657f,1195,Sheda Science And Technology Complex,Office Building,,,,,,,,
asset_45b74ae747,1196,Science Equipment Development Institute,Office Building,,MINNA,,,,,,
asset_a44297ff24,1198,Regional Center For Technology Management,Office Building,,LAGOS,,,,,,
asset_28fccf4104,1199,Project Development Institute,Office Building,,ENUGU,,,,,,
asset_986c548ffb,1200,Power Equipment And Electrical Machinery Development Center,Office Building,,OKENE,,,,,,
asset_3a3e259980,1201,Nigeria Building And Road Research Institute,Office Building,,LAGOS,,,,,,
asset_b7e0065c6f,1202,Nigeria Natural Medicine Development Agency,Office Building,,,,,,,,
asset_c7bf15c625,1203,Nigeria Maritime Security And Administrative Agency,Office Building,,,,,,,,
asset_26346e6d90,1204,Nigeria Institute For Science Laboratory Technology,Office Building,,IBADAN,,,,,,
asset_b05ae8f128,1205,National Space Research And development Agency,Office Building,,,,,,,,
asset_6e8d0121a8,1206,National Research Institute For Chemical Technology,Office Building,,ZARIA,,,,,,
asset_821ba16c7e,1207,National Office Of Technology Acquisition And Promotion,Office Building,,,,,,,,
asset_2a49a6d47f,1208,National Institute Of Trypanosomiasis Research,Office Building,,KADUNA,,,,,,
asset_5ee93ca798,1209,National Engineering Design And Development Center,Office Building,,NNEWI,,,,,,
asset_2f9c149ef4,1210,National Center For Technology Management,Office Building,,ILE - IFE,,,,,,
asset_365cef48cd,1211,National center For Remote Sensing,Office Building,,JOS,,,,,,
asset_ed3cc02c39,1212,National Center For Genetic Research And Biotechnology,Office Building,,IBADAN,,,,,,
asset_709f326cb2,1213,National Biotechnological Development Agency,Office Building,,ABUJA,,,,,,
asset_635c7b9fb0,1214,National Atomic Energy Commission And Centers,Office Building,,,,,,,,
asset_228f7095d1,1215,National Agency For Science And Engineering Infrastructures,Office Building,,,,,,,,
asset_5c6365d356,1216,Hydraulic Equipment Research Institute,Office Building,,KANO,,,,,,
asset_74cbf9e8ef,1217,Federal Ministry Of Science And Technology Headquarters,Office Building,,,,,,,,
asset_78581053fa,1218,Federal Institute Of Industrial Research,Office Building,,"OSHODI, LAGOS",,,,,,
asset_668da98ec6,1219,Engineering Materials Development Institute,Office Building,,AKURE,,,,,,
asset_119489595e,1220,Cooperative Information Network,Office Building,,,,,,,,
asset_34692bc34e,1221,College Of Chemical And Leather Technology,Office Building,,ZARIA,,,,,,
asset_7bd4d1f82e,1222,Center For Space Transport And Propulsion,Office Building,,"EPE, LAGOS",,,,,,
asset_4aded0d963,1223,Center For Satellite Technology Development,Office Building,,ABUJA,,,,,,
asset_6757763cb7,1224,Center For Geodesy And Geodynamics,Office Building,,"TORO, BAUCHI",,,,,,
asset_b8cccef6c4,1225,Center For Basic Space Science,Office Building,,"NSUKKA, ENUGU",,,,,,
asset_733ecf5797,1226,Center For Adaptation Of Technology,Office Building,,"AWKA, ELDI AWKA",,,,,,
asset_6c110ef748,1227,Board Of Technology Business Incubator Center,Office Building,,ABUJA,,,,,,
asset_77eff5df40,1228,Africa Regional Center For Space Science And Technology,Office Building,,ILE - IFE,,,,,,
asset_a702bbb423,,MINISTRY OF WATER RESOURCES,Office Building,,,,,,,,
asset_0c406c7903,1229,Federal Ministry Of Water Resources,Office Building,,,,,,,,
asset_c73f28a632,1230,Upper Niger River Basin Development Authority,Office Building,,,,,,,,
asset_e8f3af9a55,1231,Upper Benue River Basin Development Authority,Office Building,,,,,,,,
asset_a88a5ba7c8,1232,Sokoto Rima River Basin Development Authority,Office Building,,,,,,,,
asset_985f9a248f,1233,Ogun/ Osun River Basin Development Authority,Office Building,,,,,,,,
asset_c9ae37f9a2,1234,Nigerian Institute Of Oceanography And Marine Research (NIOMR),Office Building,,,,,,,,
asset_5a2f56d199,1235,Niger Delta River Basin Development Authority,Office Building,,,,,,,,
asset_e686115869,1236,National Water Resources Institute,Office Building,,,,,,,,
asset_a3cfa7942e,1237,Lower Niger River Basin Development Authority,Office Building,,,,,,,,
asset_879d02928b,1238,Lower Benue River Basin Development Authority,Office Building,,,,,,,,
asset_b066ecaab7,1239,Lake Chad Research Institute,Office Building,,,,,,,,
asset_0fcf278307,1240,Hadejia Jama River Basin Development Authority,Office Building,,,,,,,,
asset_cc8be04ebe,1241,Federal Ministry Of Water Resources Headquarters,Office Building,,,,,,,,
asset_84342a7cf3,1242,Cross River  Basin Development Authority,Office Building,,,,,,,,
asset_ba96ae08bd,1243,Chad Bain River Basin Development Authority,Office Building,,,,,,,,
asset_cc27272217,1244,Benin/ Owena River Basin Development Authority,Office Building,,,,,,,,
asset_62e329c1b7,1245,Anambra/ Imo River Basin Development Authority,Office Building,,,,,,,,
asset_0dcad9e858,1246,Federal Ministry of Mines and Steel Development,Office Building,,,,,,,,
asset_f723e35c33,1247,Nigerian Geological Survey Agency,Office Building,,,,,,,,
asset_3236875e44,1248,National Steel Raw Materials Exploration Agency,Office Building,,,,,,,,
asset_21187cc2ae,1249,National Metallurgical Development Center,Office Building,,,,,,,,
asset_c0bb7c033f,1250,National Iron Ore Mining Project,Office Building,,,,,,,,
asset_2de39e259d,1251,Metallurgical Training Institute,Office Building,,,,,,,,
asset_4163a412fe,1252,Federal Ministry of Mines and Steel Development Headquarters,Office Building,,,,,,,,
asset_b719574db9,1253,Council of Nigerian Mining Engineers and Geosciences,Office Building,,,,,,,,
asset_954579c709,,MINISTRY OF TRANSPORT,Office Building,,,,,,,,
asset_0ce6dbd6e6,1254,Federal Ministry Of Aviation,Office Building,,,,,,,,
asset_44d7be2c2e,1255,Nigerian College Of Aviation Technology,Office Building,,,,,,,,
asset_2863598c66,1256,Nigeria Metrological Services,Office Building,,,,,,,,
asset_b4591aaad3,1257,Nigeria Airspace Management Agency,Office Building,,,,,,,,
asset_ecca8f6f78,1258,Federal Ministry Of Aviation Headquarters,Office Building,,,,,,,,
asset_57e2bb9fc5,1259,Federal Airports Authority Of Nigeria,Office Building,,,,,,,,
asset_e06d431d53,1260,Aviation Sector(Air Transport),Office Building,,,,,,,,
asset_35b20e513c,1261,Accident Investigation Bureau,Office Building,,,,,,,,
asset_708b92fca1,1262,Federal Ministry of Transport,Office Building,,,,,,,,
asset_fa5b44d71f,1263,Ports Authority,Office Building,,,,,,,,
asset_85420b20d2,1264,Nigerian Railway Corporation,Office Building,,,,,,,,
asset_96211f4842,1265,Nigerian Institute Transport Technology,Office Building,,,,,,,,
asset_dcc6ef1589,1266,Nigeria Shippers Council,Office Building,,,,,,,,
asset_973ee41342,1267,Nigeria Railway Corporation,Office Building,,,,,,,,
asset_5bfe831012,1268,Nigeria Institute Of Transport Technology,Office Building,,,,,,,,
asset_c2d6ad02ea,1269,Nigeria Inland Waterways Authority,Office Building,,,,,,,,
asset_8199d86f97,1270,Maritime Academy,Office Building,,,,,,,,
asset_0d180e1705,1271,Federal Ministry of Transport Headquarters,Office Building,,,,,,,,
asset_ed48ef6675,1272,Council For The Regulation Of Freight Forwarding  In Nigeria,Office Building,,,,,,,,
asset_69196b4ace,,PUBLIC COMPLAINTS COMMISSION,Office Building,,,,,,,,
asset_4b49a5d971,1273,Public Complaints Commision,Office Building,"FCT, Abuja",AMAC,"PCC HQ, Maitama",NUC,1995,,9.0552729,7.4662595
asset_b15a6fb68d,1274,Public Complaints Commision,Office Building,Adamawa,Yola North,"PCC, Kashim way, Yola",Prison Service Command,2015,,9.266285,12.251132
asset_7060f5e3f9,1275,Public Complaints Commision,Office Building,Anambra,Akwa,"PCC State Office, Akwa",Govt House,2015,,5.916667,7.016667
asset_606ef7cd92,1276,Public Complaints Commision,Office Building,Ekiti,Ekiti,"New Iyin Ekiti Road, Ado-Ekiti",Federal High Court,2015,,7.6232482,5.22274
asset_90210c2262,1277,Public Complaints Commision,Office Building,Gombe,Gombe City Centre,Bauchi Motor Park Road,INEC,2013,,10.4304018,11.2065408
asset_34499565b1,1278,Public Complaints Commision,Office Building,Kastina,Kastina Municipal,"Kabiru Usman Road, GRA",Anglican Church,1999,,,
asset_99ab251220,1279,Public Complaints Commision,Office Building,Kebbi,Birnin Kebbi,Along New Gwadangeji,Polytechnic Permanent Site,2016,,12.4573462,4.2006114
asset_fd79fec5b1,1280,Public Complaints Commision,Office Building,Kogi,Lokoja,Beside township Stadium. PMB 11,FSG Office,1999,,7.802355,6.7430327
asset_e308c92543,1281,Public Complaints Commision,Office Building,Ondo,Akure South,Oda Road,NYSC Secretairiat,2018,,7.213196,5.2223924
asset_6d5d77c127,1282,Public Complaints Commision,Office Building,Osun,Osogbo,Along Gbogan road,State UBE,2014,,7.7583223,4.5750447
asset_ebdfba0d71,1283,Public Complaints Commision,Office Building,"FCT, Abuja",AMAC,"Kyami Village, Airport road",Airport Road,under construction,,9.0552729,7.4662595
asset_f972956077,1284,Public Complaints Commision,Office Building,Akwa Ibom,Uyo,Atam Oafford,,,,4.990237,7.9974399
asset_94c439b199,1285,Public Complaints Commision,Office Building,Borno,Maiduguri,"PMB1235, Jos road, Maiduguri",Civil Service Commission,Not Occupied yet,,11.8395375,13.1536214
asset_b6b0e472a1,1286,Public Complaints Commision,Office Building,Taraba,Jalingo,"PCC State  Office, Hammaruwa way",Federal Inland Revenue Office,2014,,8.894985,11.360042
asset_fa18761f85,1287,Public Complaints Commision,Office Building,Abia,Umuahia,Aba Express way,,Uncompleted,,5.5324032,7.4924165
asset_5fcdff6986,1288,Public Complaints Commision,Office Building,Benue,Makurdi,"Ugondu Mega Layout, Along Akume way",JAMB Office,Uncompleted,,7.7312634,8.538425
asset_f8e327d3e3,1289,Public Complaints Commision,Office Building,Bayelsa,Yenagoa,"After Swate market,",,Dispute,,4.9334651,6.2747786
asset_f3df13fca3,1290,Public Complaints Commission,Office Building,Ebonyi,Abakiliki,Central City New Layout,Area 10,Uncompleted,,6.1996918,8.0348906
asset_3508ff0976,1291,Public Complaints Commision,Office Building,Imo,Owerri,Along PH Road,Beside General Hospital,Uncompleted,,5.489736,7.0341973
asset_cda6b7fb08,1292,Public Complaints Commision,Office Building,Jigawa,Dutse,,Federal Pay Office,Uncompleted,,11.6909859,9.3390747
asset_8b1c34bedf,1293,Public Complaints Commision,Office Building,Nasarawa,Lafia,"Along Makurdi Road, Lafia",Federal Inland Revenue,Yet to be Completed,,8.4960459,8.5147636
asset_6bf4c4dc71,1295,Power Holding Company of Nigeria,Office Building,Adamawa,,,,,,9.5129772,12.3881887
asset_36c5eaa36d,1296,Nigerian Electricity Regulatory Commission,Office Building,Anambra,,,,,,6.2183136,6.9531842
asset_d0d7e69a72,1297,Niger Delta Power Holding Company/ National Integrated Power Project,Office Building,Ekiti,,,,,,7.736891,5.2738326
asset_e86057c677,1298,National Rural Electrification Agency,Office Building,Gombe,,,,,,10.4304018,11.2065408
asset_97d2571ac7,1299,Mambila Hydroelectric Power Project,Office Building,Kastina,,,,,,,
asset_867b55fe30,1300,Federal Ministry Of Energy(Power) Headquarters,Office Building,Kebbi,,,,,,11.4167574,4.1074545
asset_68a66f7ce8,1301,Energy Commission of Nigeria,Office Building,Kogi,,,,,,7.7949602,6.6868669
asset_514ad20767,1302,Center For Energy Research,Office Building,Sokoto,Sokoto,,,,,13.0610588,5.2373194
asset_678a38ebde,,FEDERAL MINISTRY OF NIGER DELTA,Office Building,,,,,,,,
asset_430aa68c4a,1305,Niger Delta Development Commission,Office Building,,,,,,,,
asset_be3808dcf3,1306,Federal Ministry Of Niger Delta Headquarters,Office Building,,,,,,,,
asset_5fd54f1f58,,FEDERAL MINISTRY OF PETROLEUM RESOURCES,Office Building,,,,,,,,
asset_ffac425274,1307,Federal Ministry of Petroleum  Resources,Office Building,,,,,,,,
asset_64ca1217b8,1308,Petroleum Training Institute,Office Building,,,,,,,,
asset_aba1a24123,1309,Petroleum resources (Gas Sector),Office Building,,,,,,,,
asset_fad434fb8e,1310,Petroleum Equalization fund,Office Building,,,,,,,,
asset_6c7637f1ef,1311,Nigeria Nuclear Regulatory Agency,Office Building,,,,,,,,
asset_82fa7a2817,1312,Ministry of Energy(Petroleum Resources)Headquarters,Office Building,,,,,,,,
asset_47949d1cc0,1313,Department of Petroleum Resources,Office Building,,,,,,,,
asset_def08f1076,,FEDERAL MINISTRY OF SPORTS AND YOUTH DEVELOPMENT,Office Building,,,,,,,,
asset_bc088fc1ca,1315,National Sports Commission,Office Building,Adamawa,,,,,,9.5129772,12.3881887
asset_6f41afa015,1316,National Sports Commission Headquarters,Office Building,Anambra,,,,,,6.2183136,6.9531842
asset_c7672a815d,,FEDERAL MINISTRY OF WOMEN AFFAIRS,Office Building,,,,,,,,
asset_c7dbd18a5e,1318,National Center For Women Development,Office Building,,,,,,,,
asset_e02b5f8cd5,1319,Federal Ministry Of Women Affairs Headquarters,Office Building,,,,,,,,
asset_de3f7181f1,,FEDERAL MINISTRY OF INDUSTRY TRADE AND INVESTMENT,Office Building,,,,,,,,
asset_b706d92051,1320,Cooperate Affairs Commission,Office Building,,,,,,,,
asset_3d62195402,1321,Federal Ministry Of Commerce And Industry,Office Building,,,,,,,,
asset_fe1a7f8b6f,1322,Weight And Measure Training Institute,Office Building,LAGOS,,,,,,6.4550575,3.3941795
asset_57878ffb8f,1324,Tafawa Balewa Square Management Board,Office Building,,,,,,,,
asset_89e2c6c201,1325,Standard Organisation Of Nigeria,Office Building,,,,,,,,
asset_0262bca427,1326,Onne Oil Gas Free Zone Authority,Office Building,OSOGBO,,,,,,7.7583223,4.5750447
asset_63d775427e,1327,Nigeria Machine Tools,Office Building,,,,,,,,
asset_dfdf5ef68b,1328,Nigerian Export Promotion Council,Office Building,,,,,,,,
asset_85d5ee0ad5,1329,Nigerian Export Processing Zones Authority,Office Building,,,,,,,,
asset_fa789cc19e,1330,Nigerian Accounting Standards Board,Office Building,CHINA,,,,,,9.0419324,7.4809707
asset_514e970e37,1331,Nigeria Trade Office,Office Building,,,,,,,,
asset_5f02af9837,1332,National Sugar Development Council,Office Building,,,,,,,,
asset_a2c8460a42,1333,National Automotive Council,Office Building,,,,,,,,
asset_a71200c0a6,1334,Industrial Training Fund,Office Building,,,,,,,,
asset_972ef58199,1335,Federal Produce Inspection,Office Building,,,,,,,,
asset_ec604f1780,1336,Federal Ministry Of Industry And Commerce Headquarters,Office Building,GENEVA,,,,,,,
asset_8933a937a3,1337,External Trade Sector(WTO),Office Building,,,,,,,,
asset_c1f79e8cfc,1341,Center For Automotive Design And Development,Office Building,,,,,,,,
asset_b8edb398b8,1342,Bacita Sugar,Office Building,,,,,,,,
asset_a59eec5a2b,1343,Africa Regional Center For Engineering Design And Manufacturing,Office Building,,,,,,,,
asset_01bc36f9e8,1344,Abuja Securities And Commodity Exchange Commission,Office Building,,,,,,,,
asset_57051e2fac,1345,"Federal Ministry Of Industry, Trade And Investments",Office Building,,,,,,,,
asset_81f4b0afdd,,FEDERAL MINISTRY OF INFORMATION AND CULTURE,Office Building,,,,,,,,
asset_effc0023a0,1347,National Institute of Hospitality and Tourism Development Studies,Office Building,,,,,,,,
asset_05a8a8029c,1348,National Art Gallery,Office Building,,,,,,,,
asset_1d10ddf142,1349,National Council of Arts and Culture,Office Building,,,,,,,,
asset_d8033f3847,1350,National Commission for Museums and Monuments,Office Building,,,,,,,,
asset_daa0ef1c14,1351,National Archeology and Museum Studies,Office Building,Plateau,Jos,,,,,9.9175125,8.8979401
asset_469e490111,1356,"Federal Ministry of Tourism, Culture and National Orientation Headquarters",Office Building,,,,,,,,
asset_b6d01ddff5,1359,Nigerian Tourism Development Corporation,Office Building,,,,,,,,
asset_7a68cc00a6,1360,National War Museum,Office Building,UMUAHIA,,,,,,5.5324032,7.4924165
asset_396bded94c,1361,National Troupe Of Nigeria,Office Building,,,,,,,,
asset_5d58092808,1362,National Theatre,Office Building,,,,,,,,
asset_117de7cc5f,1363,National Orientation Agency,Office Building,,,,,,,,
asset_db884c479a,1364,National Institute of Cultural Orientation,Office Building,,,,,,,,
asset_41595c941a,1365,Federal Ministry Of Information,Office Building,,,,,,,,
asset_e7b8ffe802,1366,Voice Of Nigeria,Office Building,,,,,,,,
asset_c8f4c162e4,1367,Nigeria Television Authority,Office Building,,,,,,,,
asset_9b1a498586,1368,Nigerian Film Corporation,Office Building,,,,,,,,
asset_314c33e8f8,1369,Nigeria Telecommunication,Office Building,,,,,,,,
asset_460c4ffe51,1370,Nigeria Press Council,Office Building,,,,,,,,
asset_4022df1c0f,1371,Nigeria Institute Of Public Relations,Office Building,,,,,,,,
asset_f2fb96f875,1372,News Agency Of Nigeria,Office Building,,,,,,,,
asset_a311b3113f,1373,National Film Institute,Office Building,,,,,,,,
asset_0cb59efb33,1374,National Film Archives,Office Building,,,,,,,,
asset_f3306a63fb,1375,National Film And Video Censor Board,Office Building,,,,,,,,
asset_c6f2dc3cbb,1376,National Broadcasting Commission,Office Building,,,,,,,,
asset_51ba00ded5,1377,Information Sector,Office Building,,,,,,,,
